unicode_id,allograph_sign,allograph_form,allograph_ucun,signList_analogue
U+12180,|KA×LI|,|KA×ŠA|,𒆀,KWU419 [Ur III (~2112–2004 BCE) | Administrative]; ABZL325 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL146 [Hittite period (~1650–1180 BCE) | Hittite]; MZL026 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA016 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12164,|KA×SA|,|KA×GAN₂@t|,𒅤,LAK324 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY017^b [Standard Babylonian (any period) | Akkadian syllabary]; ABZL321 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU234 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES186 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL144 [Gudea period (~2100 BCE) | Lagash / Girsu]; GCSL145 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU428 [Ur III (~2112–2004 BCE) | Administrative]; MZL033 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA019 [Standard Babylonian (any period) | Akkado-Babylonian]; LAK333 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL316 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES185 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL136 [Hittite period (~1650–1180 BCE) | Hittite]; KWU429 [Ur III (~2112–2004 BCE) | Administrative]; MZL032 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE169 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA018x [Standard Babylonian (any period) | Akkado-Babylonian]
U+12164,|KA×ŠU|,|KA×GAN₂@t|,𒅤,LAK324 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY017^b [Standard Babylonian (any period) | Akkadian syllabary]; BAU234 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES186 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL144 [Gudea period (~2100 BCE) | Lagash / Girsu]; GCSL145 [Gudea period (~2100 BCE) | Lagash / Girsu]; LAK323 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY017 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL320 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES183 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL143 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU418 [Ur III (~2112–2004 BCE) | Administrative]; MZL049 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP201 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA026 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12227,KUN,MAŠ₂,𒈧,LAK043 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY050 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL031 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU046 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES028 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL030 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL038 [Hittite period (~1650–1180 BCE) | Hittite]; MZL130 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE037 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA076 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA043 [Standard Babylonian (any period) | Akkadian syllabary]; LAK026 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK754 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY051 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL032 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES368 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL309 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL035 [Hittite period (~1650–1180 BCE) | Hittite]; KWU109 [Ur III (~2112–2004 BCE) | Administrative]; MZL131 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE308 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP343 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA077 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA044 [Standard Babylonian (any period) | Akkadian syllabary]
U+12000,|LAGAB×A|,A,𒀀,LAK795 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY311 [Standard Babylonian (any period) | Akkadian syllabary]; BAU416 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES393 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL324 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU901 [Ur III (~2112–2004 BCE) | Administrative]; MZL839 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE328 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP051 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+121C5,|LAGAB×A|,|LAGAB×GAR|,𒇅,ABZL408 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL055 [Hittite period (~1650–1180 BCE) | Hittite]; MZL801 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA528 [Standard Babylonian (any period) | Akkado-Babylonian]; LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+121C9,|LAGAB×A|,|LAGAB×HAL|,𒇉,LAK768 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL404 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU263 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU319 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL315 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL216 [Hittite period (~1650–1180 BCE) | Hittite]; KWU872 [Ur III (~2112–2004 BCE) | Administrative]; MZL756 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP264 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA484 [Standard Babylonian (any period) | Akkado-Babylonian]; LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+121D2,|LAGAB×A|,|LAGAB×KUL|,𒇒,ABZL406 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL761 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA487 [Standard Babylonian (any period) | Akkado-Babylonian]; LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+121D8,|LAGAB×A|,|LAGAB×ME|,𒇘,LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+121E6,|LAGAB×A|,|LAGAB×(U.A)|,𒇦,ABZL412 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL787 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA512 [Standard Babylonian (any period) | Akkado-Babylonian]; LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+121C9,|LAGAB×KUL|,|LAGAB×HAL|,𒇉,LAK768 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL406 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL761 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA487 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121DD,|LAGAB×(ŠITA@t.GIŠ)|,|LAGAB×(ŠITA.GIŠ.ERIN₂)|,𒇝,MZL771 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA497 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12212,|LU₂@LU₂|,|LU₂%LU₂|,𒈒,SLLHA330_60v [Standard Babylonian (any period) | Akkado-Babylonian]; ABZL255 [Old Babylonian (~2000–1600 BCE) | School texts]; SLLHA330_60 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12206,|LU₂×KAD₂|,|LU₂×KAD₃|,𒈆,MZL519 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_0n [Standard Babylonian (any period) | Akkado-Babylonian]
U+12219,|LUGAL&LUGAL|,|LUGAL@LUGAL|,𒈙,MZL268 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA151v [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA151vn [Standard Babylonian (any period) | Akkado-Babylonian]
U+12532,|MU&MU|,|ŠE&ŠE|,𒔲,LAK200 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK015 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY119 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL142 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL052 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL171 [Hittite period (~1650–1180 BCE) | Hittite]; KWU049 [Ur III (~2112–2004 BCE) | Administrative]; MZL301 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE025 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP439 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA169 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA103 [Standard Babylonian (any period) | Akkadian syllabary]
U+1223A,|MUŠ₃.DI|,|MUŠ₃×A|,𒈺,ABZL046 [Old Babylonian (~2000–1600 BCE) | School texts]; RSP099^b [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1223B,|MUŠ₃.DI|,|MUŠ₃×(A.DI)|,𒈻,
U+1223C,|MUŠ₃.DI|,|MUŠ₃×DI|,𒈼,
U+1255B [unverified],NIGIDAEŠ,NIGIDAEŠ@c,𒕛,LAK836^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP038 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK836^c [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL850 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP023 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA585c [Standard Babylonian (any period) | Akkado-Babylonian]
U+1255A [unverified],NIGIDAMIN,NIGIDAMIN~a,󰁊,RSP037 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK835^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL848 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP022 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA585a [Standard Babylonian (any period) | Akkado-Babylonian]
U+1225B,|NINDA₂×ŠE|,|NINDA₂×(ŠE.A).AN|,𒉛,ABZL137 [Old Babylonian (~2000–1600 BCE) | School texts]; SLLHA187v1 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA110 [Standard Babylonian (any period) | Akkadian syllabary]; LAK105 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK108 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY127 [Standard Babylonian (any period) | Akkadian syllabary]; BAU066 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU160 [Ur III (~2112–2004 BCE) | Administrative]; PTACE069 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP108 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA187v5 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12598 [unverified],|NINDA₂×(ŠE.AŠ)|,|NINDA₂×(ŠE.AŠ@c)|,𒖘,LAK106 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK869 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP106 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; MZL331 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA186a [Standard Babylonian (any period) | Akkado-Babylonian]
U+12599 [unverified],|NINDA₂×(ŠE.AŠ.AŠ)|,|NINDA₂×(ŠE.AŠ@c.AŠ@c)|,𒖙,LAK107 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK870 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP107 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; MZL332 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA186b [Standard Babylonian (any period) | Akkado-Babylonian]
U+122D4,NU₁₁@90,NU₁₁@t,𒋔,ABZL464 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL116 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA071n [Standard Babylonian (any period) | Akkado-Babylonian]; LAK024^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+12265,|NUN.LAGAR×SAL|,|NUN.LAGAR×MAŠ|,𒉥,ABZL049 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL147 [Standard Babylonian (any period) | Akkado-Babylonian]
U+124F1,|NUNUZ.AB₂×BI|,LAK449,𒓱,LAK449 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP350 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; MZL621 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA394d [Standard Babylonian (any period) | Akkado-Babylonian]
U+124F7,|NUNUZ.AB₂×LA|,LAK450,𒓷,LAK450 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL372 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL616 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA394b [Standard Babylonian (any period) | Akkado-Babylonian]
U+1228C,PIRIG,|PIRIG×UD|,𒊌,LAK259 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY096 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL132 [Gudea period (~2100 BCE) | Lagash / Girsu]; GCSL133 [Gudea period (~2100 BCE) | Lagash / Girsu]; LAK256 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL178 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU162 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES143 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES144 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL131 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE135 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP460 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA444 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12178,|SAG×MI|,|KA×MI|,𒅸,MZL195 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA119 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122B6,|ŠA₃×A|,|ŠA₃×(U.A)|,𒊶,ABZL436 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL608 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA390 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12579 [unverified],ŠAR₂,ŠAR₂@c,𒕹,LAK825^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK844^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP030 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK809 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK825^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK844^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY230 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL277 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES397 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL335 [Hittite period (~1650–1180 BCE) | Hittite]; MZL632 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA396 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA202 [Standard Babylonian (any period) | Akkadian syllabary]
U+12534,|ŠE.NAM₂|,|ŠE@v+NAM₂|,𒔴,
U+1250C,ŠID,LAK636,𒔌,LAK636 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK711 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY167 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL212 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU371 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES351 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL231 [Hittite period (~1650–1180 BCE) | Hittite]; KWU766 [Ur III (~2112–2004 BCE) | Administrative]; MZL485 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE268 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP296 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA314 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA145 [Standard Babylonian (any period) | Akkadian syllabary]
U+12499,|ŠIM×IGI@g|,|DUG×IGI@g|,𒒙,LAK586 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES292 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK656 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL368 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP423 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA219x [Standard Babylonian (any period) | Akkado-Babylonian]
U+1202F,|ŠU₂.3×AN|,|3×AN|,𒀯,LAK010 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY095 [Standard Babylonian (any period) | Akkadian syllabary]; BAU008 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES006bis [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL051 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU025 [Ur III (~2112–2004 BCE) | Administrative]; MZL247 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE009 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP082 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL424 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL872 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA547 [Standard Babylonian (any period) | Akkado-Babylonian]
U+124DA,TE@g,LAK051,𒓚,LAK051 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK382 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY030a [Standard Babylonian (any period) | Akkadian syllabary]; ABZL283 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES208 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL160 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL315 [Hittite period (~1650–1180 BCE) | Hittite]; KWU484 [Ur III (~2112–2004 BCE) | Administrative]; MZL088 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE183 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP330 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA058 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12562 [unverified],U,U@90,󰀒,RSP028 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK821^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK840^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK857^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK859^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY242 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL337 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL176 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL261 [Hittite period (~1650–1180 BCE) | Hittite]; MZL661 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP006 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; RSP008 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA411 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA213 [Standard Babylonian (any period) | Akkadian syllabary]
U+124DB,|U.GAN|,|AŠ.GAN|,𒓛,LAK062 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES038 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK407^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL345 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU279 [Early Dynastic (~2900–2340 BCE) | Lagash]; HZL270 [Hittite period (~1650–1180 BCE) | Hittite]; KWU547 [Ur III (~2112–2004 BCE) | Administrative]; MZL684 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP016 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA428 [Standard Babylonian (any period) | Akkado-Babylonian]
U+124EE,|U.ŠA|,LAK384,𒓮,LAK384 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES209 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE302 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK411 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; KWU509 [Ur III (~2112–2004 BCE) | Administrative]
U+1244A,|U.U|,2(AŠ@t),𒑊,LAK185 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; PTACE206 [Early Dynastic (~2900–2340 BCE) | Ebla]; ASY274 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL363 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL296 [Hittite period (~1650–1180 BCE) | Hittite]; MZL708 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA471 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA240 [Standard Babylonian (any period) | Akkadian syllabary]
U+12563 [unverified],|U.U|,2(U@c),𒕣,ASY274 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL363 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL296 [Hittite period (~1650–1180 BCE) | Hittite]; MZL708 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA471 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA240 [Standard Babylonian (any period) | Akkadian syllabary]
U+12564 [unverified],|U.U.U|,3(U@c),𒕤,ASY275 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL366 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL331 [Hittite period (~1650–1180 BCE) | Hittite]; MZL711 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA472 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA241 [Standard Babylonian (any period) | Akkadian syllabary]
