unicode_id,sign_grapheme,sign_source,sign_structure,structural_hint,component_position,sign_name,allograph_form,graphic_variant_id,sign_type,compound_form,compound_grapheme,compound_unicode,unicodeTrLit,syllabary_sign,typePhonetic_Version,phonetic_version,signList_analogue
U+12129,𒄩,OSL,compound,,1,|HA.A|,,HAA_v1,Type_2,|HA.A|,𒄩𒀀,U+12129; U+12000,ha,HA,Attested Compound Reading,kuar|kuara|sah₆|saha₆|zah₂|zaha₂,RSP183 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12000,𒀀,OSL,compound,,2,|HA.A|,,HAA_v1,Type_2,|HA.A|,𒄩𒀀,U+12129; U+12000,a,A,Attested Compound Reading,kuar|kuara|sah₆|saha₆|zah₂|zaha₂,RSP183 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12129,𒄩,OSL,compound,,1,|HA.A.UR₂|,,HAAUR_v1,Type_2,|HA.A.UR₂|,𒄩𒀀𒌫,U+12129; U+12000; U+1232B,ha,HA,Attested Compound Reading,kuaraₓ,
U+12000,𒀀,OSL,compound,,2,|HA.A.UR₂|,,HAAUR_v1,Type_2,|HA.A.UR₂|,𒄩𒀀𒌫,U+12129; U+12000; U+1232B,a,A,Attested Compound Reading,kuaraₓ,
U+1232B,𒌫,OSL,compound,,3,|HA.A.UR₂|,,HAAUR_v1,Type_2,|HA.A.UR₂|,𒄩𒀀𒌫,U+12129; U+12000; U+1232B,ur₂,UR2,Attested Compound Reading,kuaraₓ,
U+12129,𒄩,OSL,compound,,1,|HA.LU.EŠ₂|,,HALUES_v1,Type_2,|HA.LU.EŠ₂|,𒄩𒇻𒂠,U+12129; U+121FB; U+120A0,ha,HA,Attested Compound Reading,{ŋeš}HA-LU-EŠ₂,
U+121FB,𒇻,OSL,compound,,2,|HA.LU.EŠ₂|,,HALUES_v1,Type_2,|HA.LU.EŠ₂|,𒄩𒇻𒂠,U+12129; U+121FB; U+120A0,lu,LU,Attested Compound Reading,{ŋeš}HA-LU-EŠ₂,
U+120A0,𒂠,OSL,compound,,3,|HA.LU.EŠ₂|,,HALUES_v1,Type_2,|HA.LU.EŠ₂|,𒄩𒇻𒂠,U+12129; U+121FB; U+120A0,esh₂,EŠ2,Attested Compound Reading,{ŋeš}HA-LU-EŠ₂,
U+12129,𒄩,OSL,compound,,1,|HA.NAGAR.BU|,,HANAGARB_v1,Type_2,|HA.NAGAR.BU|,𒄩𒉄𒁍,U+12129; U+12244; U+1204D,ha,HA,Attested Compound Reading,dulluₓ,
U+12244,𒉄,OSL,compound,,2,|HA.NAGAR.BU|,,HANAGARB_v1,Type_2,|HA.NAGAR.BU|,𒄩𒉄𒁍,U+12129; U+12244; U+1204D,nagar,NAGAR,Attested Compound Reading,dulluₓ,
U+1204D,𒁍,OSL,compound,,3,|HA.NAGAR.BU|,,HANAGARB_v1,Type_2,|HA.NAGAR.BU|,𒄩𒉄𒁍,U+12129; U+12244; U+1204D,bu,BU,Attested Compound Reading,dulluₓ,
U+12129,𒄩,OSL,compound,,1,|HA.ZAG|,,HAZAG_v1,Type_2,|HA.ZAG|,𒄩𒍠,U+12129; U+12360,ha,HA,Attested Compound Reading,enkuₓ,
U+12360,𒍠,OSL,compound,,2,|HA.ZAG|,,HAZAG_v1,Type_2,|HA.ZAG|,𒄩𒍠,U+12129; U+12360,zag,ZAG,Attested Compound Reading,enkuₓ,
U+1212B,𒄫,OSL,atomic,inherited_from_parent,,HA@g,HA,HAG_v1,Type_3,,,,ha gunu,HA@g,Single Sign Reading,BIS2 | BIŠ | BUŠ2 | GIR | GIRI | HA6 | HA@G | HA@g | KAR4 | KIR | KIRI | PEŠ | PIS | PIŠ | PIŠA | PUS | PUŠ3 | QIR | QIRI | bis2 | biš | buš2 | gir | giri | ha6 | kar4 | kir | kiri | peš | pis | piš | piša | pus | puš3 | qir | qiri | ĜIR | ĜIRI | ĝir | ĝiri | ŠEGX(HA@G) | šegx(HA@g),LAK351 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY317 [Standard Babylonian (any period) | Akkadian syllabary]; BAU207 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES194 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL190 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE187 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP181 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK353 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY197 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL222 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU210 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES196 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL191 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL244A [Hittite period (~1650–1180 BCE) | Hittite]; KWU330 [Ur III (~2112–2004 BCE) | Administrative]; MZL558 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE188 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP182 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA346 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA172 [Standard Babylonian (any period) | Akkadian syllabary]
,,OSL,not_identified,compound_unresolved,,|HA@g×(BAD.X)|,,HAGBADX_v1,Type_3,,,,,,No Sign Identity,,
U+1227C,𒉼,OSL,compound,,1,HA@t,|PAN.GAM|,HAT_v1,Type_2,|PAN.GAM|,𒉼𒃵,U+1227C; U+120F5,pan,PAN,No Attested Compound Reading,,LAK352 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU211 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES195 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL857 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP180 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA590 [Standard Babylonian (any period) | Akkado-Babylonian]
U+120F5,𒃵,OSL,compound,,2,HA@t,|PAN.GAM|,HAT_v1,Type_2,|PAN.GAM|,𒉼𒃵,U+1227C; U+120F5,gam,GAM,No Attested Compound Reading,,LAK352 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU211 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES195 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL857 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP180 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA590 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1212A,𒄪,OSL,compound,,1,|HA@t×TIL|,,HATTIL_v1,Type_2,|HA@t×TIL|,𒄪𒌀,U+1212A; U+12300,ha tenu,HA@t,No Attested Compound Reading,,ELLES195a [Early Dynastic (~2900–2340 BCE) | Ebla]
U+12300,𒌀,OSL,compound,,2,|HA@t×TIL|,,HATTIL_v1,Type_2,|HA@t×TIL|,𒄪𒌀,U+1212A; U+12300,til,TIL,No Attested Compound Reading,,ELLES195a [Early Dynastic (~2900–2340 BCE) | Ebla]
U+124CE,𒓎,OSL,atomic,,,HA@t@g,,HATG_v1,Type_1,,,,ha tenu gunu,HA@t@g,Single Sign Reading,HA@T@G | HA@t@g | ZENAX(HA@T@G) | zenax(HA@t@g),LAK354 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+1212C,𒄬,OSL,atomic,,,HAL,,HAL_v1,Type_1,,,,hal,HAL,Single Sign Reading,BULUH | BUR8 | BURU8 | BURUH | HAL | HALA | buluh | bur8 | buru8 | buruh | hal | hala,LAK005 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY002 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL007 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU002 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES002 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL002 [Hittite period (~1650–1180 BCE) | Hittite]; KWU018 [Ur III (~2112–2004 BCE) | Administrative]; MZL003 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE004 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP076 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA002 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA002 [Standard Babylonian (any period) | Akkadian syllabary]
U+1212D,𒄭,OSL,atomic,inherited_from_parent,,HI,DIN,HI_v1,Type_3,,,,hi,HI,Single Sign Reading,'I3 | 'i3 | DA10 | DAB3 | DE8 | DI2 | DU10 | DUB3 | DUG3 | DUGU | HA4 | HE | HI | I11 | KUGU | MUX(HI) | TA8 | TE2 | TI2 | da10 | dab3 | de8 | di2 | du10 | dub3 | dug3 | dugu | ha4 | he | hi | i11 | kugu | mux(HI) | ta8 | te2 | ti2 | ŢA3 | ŢAB6 | ŢE2 | ŢI2 | ţa3 | ţab6 | ţe2 | ţi2,LAK237 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY270 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL118 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE127 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK359 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY229 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL277 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU184 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES197 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL149 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL335 [Hittite period (~1650–1180 BCE) | Hittite]; KWU446 [Ur III (~2112–2004 BCE) | Administrative]; MZL631 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE173 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP309 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA396 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA201 [Standard Babylonian (any period) | Akkadian syllabary]
U+1212D,𒄭,OSL,compound,,1,|HI.A|,,HIA_v1,Type_2,|HI.A|,𒄭𒀀,U+1212D; U+12000,hi,HI,Attested Compound Reading,ha₂,LAK360 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY241 [Standard Babylonian (any period) | Akkadian syllabary]; SYA212 [Standard Babylonian (any period) | Akkadian syllabary]
U+12000,𒀀,OSL,compound,,2,|HI.A|,,HIA_v1,Type_2,|HI.A|,𒄭𒀀,U+1212D; U+12000,a,A,Attested Compound Reading,ha₂,LAK360 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY241 [Standard Babylonian (any period) | Akkadian syllabary]; SYA212 [Standard Babylonian (any period) | Akkadian syllabary]
U+1210A,𒄊,OSL,compound,,1,|HI.GIR₃|,|GIR₃×HI|,HIGIR_v1,Type_2,|GIR₃×HI|,𒍽,U+1210A; U+1212D,gir₃,GIR3,Attested Compound Reading,huš,KWU474 [Ur III (~2112–2004 BCE) | Administrative]; ASY239 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL294 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL645 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP467 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA402 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA210 [Standard Babylonian (any period) | Akkadian syllabary]
U+1212D,𒄭,OSL,compound,,2,|HI.GIR₃|,|GIR₃×HI|,HIGIR_v1,Type_2,|GIR₃×HI|,𒍽,U+1210A; U+1212D,hi,HI,Attested Compound Reading,huš,KWU474 [Ur III (~2112–2004 BCE) | Administrative]; ASY239 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL294 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL645 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP467 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA402 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA210 [Standard Babylonian (any period) | Akkadian syllabary]
U+12146,𒅆,OSL,compound,,1,|HI.GIR₃|,|IGI.KIŠ|,HIGIR_v2,Type_2,|IGI.KIŠ|,𒅆𒆧,U+12146; U+121A7,igi,IGI,No Attested Compound Reading,,ASY239 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL294 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL645 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP467 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA402 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA210 [Standard Babylonian (any period) | Akkadian syllabary]
U+121A7,𒆧,OSL,compound,,2,|HI.GIR₃|,|IGI.KIŠ|,HIGIR_v2,Type_2,|IGI.KIŠ|,𒅆𒆧,U+12146; U+121A7,kish,KIŠ,No Attested Compound Reading,,ASY239 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL294 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL645 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP467 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA402 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA210 [Standard Babylonian (any period) | Akkadian syllabary]
U+1237D,𒍽,OSL,atomic,inherited_from_parent,,|HI.GIR₃|,KIŠ,HIGIR_v3,Type_3,,,,hush,HI.GIR3,Single Sign Reading,HI.GIR3 | HIŠ4 | HUŠ | HUŠA | HUŠUX(|HI.GIR3|) | RUŠ | hiš4 | huš | huša | hušux(|HI.GIR3|) | ruš,LAK240 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY247 [Standard Babylonian (any period) | Akkadian syllabary]; ASY239 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL294 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL645 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP467 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA402 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA210 [Standard Babylonian (any period) | Akkadian syllabary]
U+1237D,𒍽,OSL,atomic,inherited_from_parent,,|HI.GIR₃|,LAK240,HIGIR_v4,Type_3,,,,hush,HI.GIR3,Single Sign Reading,HI.GIR3 | HIŠ4 | HUŠ | HUŠA | HUŠUX(|HI.GIR3|) | RUŠ | hiš4 | huš | huša | hušux(|HI.GIR3|) | ruš,GCSL119 [Gudea period (~2100 BCE) | Lagash / Girsu]; ASY239 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL294 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL645 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP467 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA402 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA210 [Standard Babylonian (any period) | Akkadian syllabary]
U+1212D,𒄭,OSL,compound,,1,|HI.KISIM₅×SA|,,HIKISIMS_v1,Type_2,|HI.KISIM₅×SA|,𒄭X,U+1212D; X,hi,HI,No Attested Compound Reading,,
X,,OSL,compound,,2,|HI.KISIM₅×SA|,,HIKISIMS_v1,Type_2,|HI.KISIM₅×SA|,𒄭X,U+1212D; X,,,No Attested Compound Reading,,
U+1212D,𒄭,OSL,compound,,1,|HI.SUHUR|,,HISUHUR_v1,Type_2,|HI.SUHUR|,𒄭𒋦,U+1212D; U+122E6,hi,HI,Compound Nested in Longer Form,,LAK223 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+122E6,𒋦,OSL,compound,,2,|HI.SUHUR|,,HISUHUR_v1,Type_2,|HI.SUHUR|,𒄭𒋦,U+1212D; U+122E6,suhur,SUHUR,Compound Nested in Longer Form,,LAK223 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+1212D,𒄭,OSL,compound,,1,|HI×AŠ|,|HI×BAD|,HIAS_v1,Type_2,|HI×BAD|,𒄮,U+1212D; U+12041,hi,HI,Attested Compound Reading,du₁₅|eriš₆|gam₂|gama₂?|hud₃|ka₁₃|kam|kama|qam₂|tu₇|udul₂?|utul₂,LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK361 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL278 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL634 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE174 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA405v2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12041,𒁁,OSL,compound,,2,|HI×AŠ|,|HI×BAD|,HIAS_v1,Type_2,|HI×BAD|,𒄮,U+1212D; U+12041,bad,BAD,Attested Compound Reading,du₁₅|eriš₆|gam₂|gama₂?|hud₃|ka₁₃|kam|kama|qam₂|tu₇|udul₂?|utul₂,LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK361 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL278 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL634 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE174 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA405v2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1212D,𒄭,OSL,compound,,1,|HI×AŠ|,|HI×MAŠ|,HIAS_v2,Type_2,|HI×MAŠ|,󰁦,U+1212D; U+12226,hi,HI,No Attested Compound Reading,,ELLES199 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP312^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK361 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL278 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL634 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE174 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA405v2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12226,𒈦,OSL,compound,,2,|HI×AŠ|,|HI×MAŠ|,HIAS_v2,Type_2,|HI×MAŠ|,󰁦,U+1212D; U+12226,mash,MAŠ,No Attested Compound Reading,,ELLES199 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP312^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK361 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL278 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL634 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE174 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA405v2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+124CF,𒓏,OSL,atomic,,,|(HI×AŠ)&(HI×AŠ)|,,HIASHIAS_v1,Type_1,,,,hi × ash / hi × ash,|(HI×AŠ)&(HI×AŠ)|,Single Sign Reading,,LAK362 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+1212D,𒄭,OSL,compound,,1,|HI×AŠ₂|,|HI.AŠ₂|,HIAS_v1,Type_2,|HI.AŠ₂|,𒄭𒀾,U+1212D; U+1203E,hi,HI,No Attested Compound Reading,,LAK370 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY238 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL281 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU189 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU192 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES202 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL155 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL333 [Hittite period (~1650–1180 BCE) | Hittite]; KWU483 [Ur III (~2112–2004 BCE) | Administrative]; MZL644 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE177 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP315 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA401 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA209 [Standard Babylonian (any period) | Akkadian syllabary]
U+1203E,𒀾,OSL,compound,,2,|HI×AŠ₂|,|HI.AŠ₂|,HIAS_v1,Type_2,|HI.AŠ₂|,𒄭𒀾,U+1212D; U+1203E,ash₂,AŠ2,No Attested Compound Reading,,LAK370 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY238 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL281 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU189 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU192 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES202 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL155 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL333 [Hittite period (~1650–1180 BCE) | Hittite]; KWU483 [Ur III (~2112–2004 BCE) | Administrative]; MZL644 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE177 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP315 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA401 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA209 [Standard Babylonian (any period) | Akkadian syllabary]
U+1212F,𒄯,OSL,compound,,1,|HI×AŠ₂.DU|,,HIASDU_v1,Type_2,|HI×AŠ₂.DU|,𒄯𒁺,U+1212F; U+1207A,hi × ash₂,HI×AŠ2,Attested Compound Reading,ur₅-ša₄|urša,
U+1207A,𒁺,OSL,compound,,2,|HI×AŠ₂.DU|,,HIASDU_v1,Type_2,|HI×AŠ₂.DU|,𒄯𒁺,U+1212F; U+1207A,du,DU,Attested Compound Reading,ur₅-ša₄|urša,
U+1212F,𒄯,OSL,compound,,1,|HI×AŠ₂.HI×AŠ₂|,,HIASHIAS_v1,Type_2,|HI×AŠ₂.HI×AŠ₂|,𒄯𒄯,U+1212F; U+1212F,hi × ash₂,HI×AŠ2,Attested Compound Reading,ara₅|kikken₂|kikkin₂|kinkin₂,LAK371 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; GCSL156 [Gudea period (~2100 BCE) | Lagash / Girsu]
U+1212F,𒄯,OSL,compound,,2,|HI×AŠ₂.HI×AŠ₂|,,HIASHIAS_v1,Type_2,|HI×AŠ₂.HI×AŠ₂|,𒄯𒄯,U+1212F; U+1212F,hi × ash₂,HI×AŠ2,Attested Compound Reading,ara₅|kikken₂|kikkin₂|kinkin₂,LAK371 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; GCSL156 [Gudea period (~2100 BCE) | Lagash / Girsu]
U+1212F,𒄯,OSL,compound,,1,|HI×AŠ₂.KA×GAR|,,HIASKAGA_v1,Type_2,|HI×AŠ₂.KA×GAR|,𒄯𒅥,U+1212F; U+12165,hi × ash₂,HI×AŠ2,Attested Compound Reading,ur₅-gu₇|urgu,
U+12165,𒅥,OSL,compound,,2,|HI×AŠ₂.KA×GAR|,,HIASKAGA_v1,Type_2,|HI×AŠ₂.KA×GAR|,𒄯𒅥,U+1212F; U+12165,ka × gar,KA×GAR,Attested Compound Reading,ur₅-gu₇|urgu,
U+1212D,𒄭,OSL,compound,,1,|HI×AŠ₂.SAG|,|HI+AŠ₂.SAG|,HIASSAG_v1,Type_2,|HI+AŠ₂.SAG|,𒄭𒀾𒊕,U+1212D; U+1203E; U+12295,hi,HI,No Attested Compound Reading,,
U+1203E,𒀾,OSL,compound,,2,|HI×AŠ₂.SAG|,|HI+AŠ₂.SAG|,HIASSAG_v1,Type_2,|HI+AŠ₂.SAG|,𒄭𒀾𒊕,U+1212D; U+1203E; U+12295,ash₂,AŠ2,No Attested Compound Reading,,
U+12295,𒊕,OSL,compound,,3,|HI×AŠ₂.SAG|,|HI+AŠ₂.SAG|,HIASSAG_v1,Type_2,|HI+AŠ₂.SAG|,𒄭𒀾𒊕,U+1212D; U+1203E; U+12295,sag,SAG,No Attested Compound Reading,,
U+1212D,𒄭,OSL,compound,,1,|HI×BAD|,|HI.AŠ|,HIBAD_v1,Type_2,|HI.AŠ|,𒄭𒀸,U+1212D; U+12038,hi,HI,No Attested Compound Reading,,LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY235 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL279 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL152 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU452 [Ur III (~2112–2004 BCE) | Administrative]; RSP312 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA206 [Standard Babylonian (any period) | Akkadian syllabary]
U+12038,𒀸,OSL,compound,,2,|HI×BAD|,|HI.AŠ|,HIBAD_v1,Type_2,|HI.AŠ|,𒄭𒀸,U+1212D; U+12038,ash,AŠ,No Attested Compound Reading,,LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY235 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL279 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL152 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU452 [Ur III (~2112–2004 BCE) | Administrative]; RSP312 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA206 [Standard Babylonian (any period) | Akkadian syllabary]
U+1212D,𒄭,OSL,compound,,1,|HI×BAD|,|HI.BAD|,HIBAD_v2,Type_2,|HI.BAD|,𒄭𒁁,U+1212D; U+12041,hi,HI,No Attested Compound Reading,,LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY235 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL279 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL152 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU452 [Ur III (~2112–2004 BCE) | Administrative]; RSP312 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA206 [Standard Babylonian (any period) | Akkadian syllabary]
U+12041,𒁁,OSL,compound,,2,|HI×BAD|,|HI.BAD|,HIBAD_v2,Type_2,|HI.BAD|,𒄭𒁁,U+1212D; U+12041,bad,BAD,No Attested Compound Reading,,LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY235 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL279 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL152 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU452 [Ur III (~2112–2004 BCE) | Administrative]; RSP312 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA206 [Standard Babylonian (any period) | Akkadian syllabary]
U+1212D,𒄭,OSL,compound,,1,|HI×BAD|,|HI×AŠ|,HIBAD_v3,Type_2,|HI×AŠ|,𒄰,U+1212D; U+12038,hi,HI,Attested Compound Reading,ehₓ|kaz₈|kazaza|mul₃|muš₄|sur₃|udulₓ|uš₁₇|ušša|zinanutu,LAK361 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; PTACE174 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY235 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL279 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL152 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU452 [Ur III (~2112–2004 BCE) | Administrative]; RSP312 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA206 [Standard Babylonian (any period) | Akkadian syllabary]
